health_expenditures,treatment_locality,age_hh,educ_hh,dirtfloor,bathroom,hospital_distance
5.036462784,Yes,43,4,1,1,141.893448
2.115526438,Yes,30,6,1,1,141.893448
4.119249344,Yes,50,6,1,1,141.893448
15.42124271,Yes,56,3,1,1,141.893448
15.34836674,Yes,34,6,1,1,141.893448
0,Yes,33,4,1,1,141.893448
1.421352625,Yes,42,6,1,1,141.893448
0.7892887,Yes,36,4,1,1,141.893448
2.636428118,Yes,42,4,1,1,141.893448
2.464586496,Yes,48,4,1,1,141.893448
2.195687532,Yes,38,6,1,1,141.893448
1.433953524,Yes,45,4,1,1,141.893448
5.44589901,Yes,45,4,0,1,141.893448
31.09335709,Yes,49,3,1,1,141.893448
1.673440218,Yes,27,6,1,1,141.893448
6.766338348,Yes,29,6,1,1,141.893448
0.429240406,Yes,33,6,1,1,141.893448
3.957702875,Yes,40,5,1,1,141.893448
2.918207407,Yes,33,5,0,1,141.893448
0.382152736,Yes,58,9,1,1,141.893448
0,Yes,29,6,1,1,141.893448
4.387239456,Yes,45,4,1,1,141.893448
3.729635477,Yes,24,6,1,1,141.893448
3.572812319,Yes,40,8,1,1,141.893448
0.668079555,Yes,57,4,1,1,141.893448
5.444674492,Yes,51,3,1,1,141.893448
2.190882921,Yes,74,0,1,1,141.893448
9.547949791,Yes,29,9,1,1,141.893448
0,Yes,55,3,0,1,141.893448
2.570989847,Yes,49,2,0,1,141.893448
1.295987368,Yes,77,0,1,0,141.893448
12.05629635,Yes,47,4,1,1,141.893448
0,Yes,59,2,1,1,141.893448
0,Yes,25,8,0,1,141.893448
0,Yes,37,6,1,1,141.893448
13.03026676,Yes,49,4,1,1,148.127554
2.991437197,Yes,36,3,1,1,148.127554
7.292935371,Yes,33,6,1,1,148.127554
9.509169579,Yes,51,3,1,1,148.127554
5.514885902,Yes,30,5,1,0,148.127554
11.0693388,Yes,28,6,1,0,148.127554
8.278922081,Yes,39,5,0,1,148.127554
3.221668482,Yes,21,6,1,0,148.127554
2.247669458,Yes,32,6,1,0,148.127554
5.902452469,Yes,42,6,1,0,148.127554
24.35349274,Yes,42,3,1,1,148.127554
0.906936824,Yes,50,4,0,1,148.127554
6.782370567,Yes,44,0,0,1,148.127554
6.160899162,Yes,30,6,1,0,148.127554
9.701266289,Yes,63,0,1,0,148.127554
6.98196125,Yes,28,4,1,0,148.127554
4.853795052,Yes,30,6,1,0,148.127554
2.008335352,Yes,52,2,1,1,148.127554
5.059773445,Yes,73,0,1,1,148.127554
0.219078258,Yes,50,3,1,1,149.4942086
1.503123522,Yes,44,6,1,1,149.4942086
1.648082972,Yes,47,6,1,1,149.4942086
15.91450787,Yes,56,4,1,1,149.4942086
0,Yes,35,6,1,1,149.4942086
0,Yes,45,6,1,1,149.4942086
4.847723961,Yes,23,4,1,1,149.4942086
7.91206646,Yes,71,3,1,1,149.4942086
2.480840921,Yes,40,9,1,1,149.4942086
14.15505505,Yes,34,6,1,1,149.4942086
7.612210274,Yes,35,2,1,1,149.4942086
6.402611732,Yes,26,6,1,0,149.4942086
11.90082836,Yes,23,6,1,1,149.4942086
5.47401619,Yes,31,4,1,1,149.4942086
2.791918993,Yes,45,12,1,1,149.4942086
4.464727402,Yes,46,6,1,1,149.4942086
0,Yes,33,4,1,1,149.4942086
1.205663919,Yes,34,6,1,1,149.4942086
2.222432375,Yes,43,1,1,1,149.4942086
8.69419384,Yes,40,4,1,1,149.4942086
1.387772799,Yes,56,2,1,1,149.4942086
0.539426982,Yes,43,6,1,1,149.4942086
11.89345264,Yes,45,6,1,1,149.4942086
0,Yes,39,6,1,1,149.4942086
1.985217333,Yes,24,9,1,1,141.0977351
0,Yes,46,6,1,1,141.0977351
0,Yes,61,3,1,1,141.0977351
0,Yes,36,6,1,1,141.0977351
0.308757007,Yes,26,6,1,1,141.0977351
4.619027138,Yes,41,3,1,1,141.0977351
1.956360102,Yes,45,3,0,1,141.0977351
1.304583788,Yes,24,6,1,1,141.0977351
2.780107737,Yes,37,6,0,1,141.0977351
15.69291782,Yes,46,0.5,0,1,141.0977351
2.690326929,Yes,61,3,0,1,141.0977351
0.642216861,Yes,48,4,0,1,141.0977351
8.220744133,Yes,52,0,1,1,141.0977351
0.721746624,Yes,32,0,1,1,141.0977351
0,Yes,80,0,1,1,141.0977351
4.61961174,Yes,48,3,1,1,141.0977351
3.798241854,Yes,41,6,1,1,141.0977351
0,Yes,44,3,1,1,141.0977351
6.628495216,Yes,35,9,1,1,141.0977351
0.95427531,Yes,40,6,0,1,141.0977351
0,Yes,43,4,1,1,152.8338559
4.264438629,Yes,44,4,1,1,152.8338559
1.913075686,Yes,52,0,1,1,152.8338559
10.70319843,Yes,62,3,1,0,152.8338559
16.80683899,Yes,42,5,1,1,152.8338559
2.775733232,Yes,40,4,1,1,152.8338559
3.802124262,Yes,50,0,1,1,152.8338559
1.039236307,Yes,46,4,1,1,152.8338559
0.829309642,Yes,29,6,1,1,153.2827035
6.111981392,Yes,42,2,1,0,153.2827035
0,Yes,32,6,1,1,153.2827035
10.01735783,Yes,26,3,1,0,153.2827035
6.533650398,Yes,51,4,1,1,153.2827035
4.189385414,Yes,36,6,1,1,153.2827035
4.790122986,Yes,36,4,1,0,153.2827035
3.242161989,Yes,31,6,1,1,142.2148972
14.45098209,Yes,33,5,1,1,142.2148972
20.98249817,Yes,63,0,1,1,142.2148972
4.144697189,Yes,29,6,1,1,142.2148972
0,Yes,31,3,0,1,142.2148972
0,Yes,25,8,1,0,142.2148972
8.876490593,Yes,54,2,0,1,142.2148972
0,Yes,53,3,1,1,142.2148972
0.099387363,Yes,46,3,1,1,142.2148972
1.748705149,Yes,30,5,1,1,142.2148972
3.786212206,Yes,27,6,1,1,142.2148972
0.587855518,Yes,41,3,1,1,142.2148972
5.349328995,Yes,46,3,1,1,142.2148972
3.299560785,Yes,40,2,1,1,142.2148972
1.858388186,Yes,55,0,1,1,142.2148972
2.503179789,Yes,39,4,0,1,142.2148972
0,Yes,28,6,0,1,142.2148972
8.143088341,Yes,38,4,1,1,142.2148972
0,Yes,32,3,1,1,142.2148972
1.957598925,Yes,31,6,1,1,142.2148972
0,Yes,43,3,1,1,142.2148972
2.333097696,Yes,45,4,1,1,142.2148972
3.943366289,Yes,28,6,0,1,142.2148972
17.60784531,No,33,6,1,0,141.8944903
12.2620163,No,50,3,1,1,141.8944903
10.73464203,No,52,3,1,1,141.8944903
13.37578964,No,47,3,1,1,141.8944903
12.1504879,No,38,5,1,1,141.8944903
15.95283794,No,51,2,1,0,141.8944903
13.15251446,No,24,6,0,0,141.8944903
12.64711857,No,36,0,1,1,135.0456188
14.57532787,No,70,0,1,1,135.0456188
11.09004688,No,72,0,1,1,135.0456188
23.41184807,No,24,6,1,0,135.0456188
19.49694061,No,81,0,1,1,135.0456188
18.94831657,No,31,6,1,1,135.0456188
21.23490715,No,55,0,1,1,135.0456188
14.30846882,No,51,2,1,1,135.0456188
32.93596649,No,55,1,1,1,135.0456188
15.72733307,No,38,2,1,1,135.0456188
29.17683792,No,59,1,1,1,135.0456188
14.3041172,No,41,4,1,1,135.0456188
12.5714922,No,51,0,1,1,135.0456188
14.17951679,No,50,3,1,0,135.0456188
14.50475216,No,55,0,1,1,135.0456188
12.62757778,No,49,1,1,0,135.0456188
16.02427292,No,31,12,1,0,135.0456188
19.81334305,No,32,4,1,0,135.0456188
18.46659088,No,33,0,0,0,135.0456188
21.80386734,No,61,1,1,0,135.0456188
26.75627708,No,32,0,0,0,135.0456188
47.99142075,No,47,1,0,1,135.0456188
15.6079464,No,36,0,0,1,135.0456188
0,Yes,51,0,1,1,129.5685024
0,Yes,42,2,1,1,129.5685024
0.329730213,Yes,46,3,1,1,129.5685024
3.57810998,Yes,61,0,1,1,129.5685024
6.298124313,Yes,35,3,1,1,129.5685024
3.622011423,Yes,27,2,1,0,129.5685024
2.477765322,Yes,46,1,1,1,129.5685024
7.60703373,Yes,46,6,1,1,129.5685024
2.147638559,Yes,50,6,1,1,129.5685024
5.020079613,Yes,52,0,1,1,129.5685024
4.72673893,Yes,29,9,1,0,129.5685024
1.209171534,Yes,50,0,1,1,129.5685024
3.753845453,Yes,52,0,1,1,129.5685024
15.03545666,Yes,48.10183716,0,1,1,129.5685024
46.78845978,Yes,55,2,1,1,129.5685024
18.88624001,Yes,36,3,1,1,129.5685024
9.643179893,Yes,73,0,1,1,129.5685024
0,Yes,58,0,1,1,129.5685024
17.02150726,Yes,38,5,1,1,129.5685024
16.15529251,No,81,0,1,0,130.9699917
18.8566246,No,21,2,1,0,130.9699917
14.12195778,No,37,12,1,0,130.9699917
19.51111031,No,35,9,1,0,130.9699917
16.50127792,No,46,3,1,1,130.9699917
18.97758865,No,41,1,1,0,130.9699917
11.97164059,No,46,2,1,0,130.9699917
15.1192627,No,56,0,1,1,130.9699917
10.48370743,No,35,0,1,0,130.9699917
10.74674606,No,46,2,0,1,130.9699917
9.581579208,No,42,2,1,1,130.9699917
11.73769188,No,29,3,1,1,130.9699917
10.0313549,No,43,2,1,1,130.9699917
31.41306114,No,32,6,1,1,130.9699917
14.10947132,No,32,5,1,1,130.9699917
12.59022045,No,36,0,1,1,130.9699917
14.00311661,No,60,3,1,0,130.9699917
15.72418213,No,44,0,1,0,130.9699917
15.42907619,No,55,0,1,0,130.9699917
43.23376083,No,27,6,1,0,130.9699917
14.28491116,No,48,0,1,0,130.9699917
22.73323059,No,34,3,1,1,130.9699917
12.35895348,No,40,4,1,1,130.9699917
14.87752533,No,38,0,1,1,130.9699917
15.35883331,No,61,0,1,1,130.9699917
16.27989388,No,31,0,1,1,130.9699917
10.6775856,No,44,0,1,1,130.9699917
16.03052139,No,47,2,1,1,130.9699917
27.01962852,No,66,0,1,1,130.9699917
16.51163483,No,44,3,0,1,130.9699917
16.16677094,No,31,0,1,1,130.9699917
10.05073547,No,29,0,1,1,130.9699917
13.08379745,No,38,0,1,0,130.9699917
31.22471237,No,54,6,1,1,130.9699917
14.4312067,No,34,3,1,1,130.9699917
1.843611956,Yes,28,9,1,0,128.1428726
0,Yes,26,6,1,1,128.1428726
2.971792459,Yes,25,6,1,1,128.1428726
2.584985971,Yes,49,3,1,1,128.1428726
7.626215935,Yes,49,0,1,1,128.1428726
21.3899765,Yes,33,6,1,1,128.1428726
25.83787918,Yes,76,0,1,1,128.1428726
8.411082268,Yes,41,3,1,1,128.1428726
31.5272789,Yes,61,2,1,1,128.1428726
11.58124256,Yes,38,3,1,1,128.1428726
0,Yes,41,6,1,1,128.1428726
6.183764458,Yes,33,5,1,1,128.1428726
0,Yes,34,3,0,1,128.1428726
0,Yes,36,3,1,1,128.1428726
0,Yes,39,0,0,1,151.6755249
2.277305841,Yes,45,0,0,0,151.6755249
8.927065849,Yes,35,5,0,1,151.6755249
13.60846424,Yes,39,4,0,1,151.6755249
3.780550241,Yes,32,6,0,1,151.6755249
4.154900551,Yes,28,3,1,0,151.6755249
32.35725403,Yes,57,0,0,1,151.6755249
13.46584225,Yes,56,0,1,1,151.6755249
9.129609108,Yes,43,0,0,1,151.6755249
8.160777092,Yes,44,2,0,1,151.6755249
1.517359972,Yes,28,6,0,1,151.6755249
0.694187343,Yes,30,2,1,1,151.6755249
9.720939636,No,44,9,1,1,130.0060766
10.59953308,No,32,1,1,1,130.0060766
21.65857124,No,32,0,1,1,130.0060766
25.61106491,No,30,2,0,0,130.0060766
20.85386467,No,36,2,1,1,130.0060766
35.06529236,No,32,0,1,0,130.0060766
38.17305756,No,37,2,1,1,130.0060766
18.48104286,No,31,3,1,0,130.0060766
18.81856155,No,25,0,1,0,130.0060766
12.20090485,No,34,2,0,1,130.0060766
21.89141464,No,46,0,0,1,130.0060766
16.64069557,No,43,0,0,1,130.0060766
27.06651497,No,34,2,0,1,130.0060766
20.87819862,No,53,6,0,1,130.0060766
25.74613953,No,29,6,1,1,130.0060766
19.05374718,No,26,3,0,1,130.0060766
25.84576416,No,48,3,1,1,130.0060766
34.7492218,No,44,8,1,1,130.0060766
11.15132523,No,36,3,0,0,130.0060766
20.61768723,No,58,2,0,1,130.0060766
35.37568665,No,60,0,1,1,130.0060766
15.17941189,Yes,43,2,0,1,127.5952702
16.38627434,Yes,39,0,1,1,127.5952702
24.63998413,Yes,76,0,1,0,127.5952702
10.73251438,Yes,50,3,0,1,127.5952702
22.15130234,Yes,24,6,1,0,127.5952702
0,Yes,72,9,0,0,127.5952702
12.29925442,No,56,1,1,0,125.436644
28.33305359,No,31,0,0,0,125.436644
21.59807396,No,44,0,0,1,125.436644
16.98489189,No,52,3,1,1,125.436644
17.43594551,No,38,0,0,1,125.436644
13.88311672,No,46,0,0,0,125.436644
16.59455872,No,48,0,1,0,125.436644
25.2775116,No,73,2,0,1,125.436644
21.78115463,No,32,4,0,1,125.436644
31.00108337,No,46,3,1,1,125.436644
16.93987656,No,38,5,1,1,125.436644
22.68926239,No,81,1,0,1,125.436644
20.79616737,No,40,3,0,1,125.436644
34.73578644,No,59,2,0,1,125.436644
25.09455872,No,35,3,1,0,125.436644
48.05972672,No,63,0,1,0,125.436644
13.33182907,No,67,2,1,1,125.436644
22.42156601,No,40,3,0,1,125.436644
11.45274448,Yes,48,4,0,1,62.3447499
11.31794453,Yes,26,6,1,1,62.3447499
0,Yes,36,3,0,0,62.3447499
17.66342735,Yes,25,6,1,1,62.3447499
14.23742199,Yes,47,2,1,1,62.3447499
11.33110905,Yes,25,2,1,0,62.3447499
26.6019516,Yes,38,2,0,0,62.3447499
8.936360359,Yes,43,3,1,1,55.42462729
4.941850662,Yes,22,3,1,1,55.42462729
3.725007296,Yes,42,3,1,1,55.42462729
1.401421785,Yes,36,6,1,0,55.42462729
1.840007067,Yes,22,6,1,0,55.42462729
24.71574783,Yes,51,0,1,1,55.42462729
0,Yes,38,2,1,1,55.42462729
5.974317551,Yes,47,3,1,1,53.41877129
4.967876434,Yes,36,2,0,1,53.41877129
9.932139397,Yes,29,3,1,1,53.41877129
0.406081378,Yes,42,3,1,1,53.41877129
10.20289898,Yes,27,4,1,0,53.41877129
12.83635807,Yes,30,2,1,1,53.41877129
28.06398392,No,30,3,1,0,32.32037214
16.72027206,No,39,4,1,1,32.32037214
18.65345955,No,43,3,0,1,32.32037214
13.08588409,No,31,5,1,0,32.32037214
5.290011406,Yes,66,0,1,0,156.2566557
4.616257668,Yes,38,6,1,1,156.2566557
0,Yes,39,6,1,1,156.2566557
5.688797951,Yes,47,6,1,1,156.2566557
0,Yes,39,3,1,1,156.2566557
6.990654945,Yes,30,6,1,0,156.2566557
0,Yes,62,0,1,1,156.2566557
14.40156841,Yes,43,4,1,1,156.2566557
5.072730064,Yes,43,6,1,1,156.2566557
9.349967003,Yes,77,0,1,0,156.2566557
3.686849833,Yes,55,0,1,1,156.2566557
11.86781979,Yes,40,6,1,0,156.2566557
0,Yes,38,6,1,1,156.2566557
11.34941959,Yes,40,3,1,1,156.2566557
5.207018852,Yes,57,3,1,0,156.2566557
3.2115767,Yes,42,0,1,0,156.0451547
1.261533976,Yes,40,9,1,0,156.0451547
1.079990625,Yes,52,0,1,0,156.0451547
7.664061546,Yes,41,3,1,0,156.0451547
0,Yes,47,4,1,1,156.0451547
5.784966469,Yes,67,1,1,1,156.0451547
0,Yes,71,0,1,0,156.0451547
5.801673889,Yes,57,0,1,0,156.0451547
0,Yes,42,2,1,0,156.0451547
5.141232491,Yes,26,3,1,0,156.0451547
3.449771166,Yes,36,6,1,0,156.0451547
0.028660964,Yes,63,2,1,1,156.0451547
1.567627192,Yes,36,8,1,0,156.0451547
6.977337837,Yes,27,4,1,0,156.0451547
5.133537292,Yes,47,2,1,0,156.0451547
14.82722569,No,21,6,1,1,156.6468565
10.31898689,No,59,5,1,1,156.6468565
9.569116592,No,39,3,1,1,156.6468565
15.47176266,No,49,4,1,1,156.6468565
20.09267998,No,42,3,1,1,156.6468565
11.84820175,No,35,6,1,1,156.6468565
9.300735474,No,59,3,1,1,156.6468565
13.76381016,No,28,6,1,1,156.6468565
14.21823311,No,41,5,1,1,156.6468565
9.647924423,No,47,4,1,1,156.6468565
11.38517761,No,46,6,1,1,156.6468565
12.51094246,No,49,3,1,1,156.6468565
13.09231663,No,41,4,1,1,156.6468565
15.20246506,No,51,0,1,1,156.6468565
14.75466824,No,48,0,1,0,156.6468565
12.70261097,No,26,6,1,1,156.6468565
9.404155731,No,49,3,1,1,156.6468565
12.64655113,No,42,3,1,1,156.6468565
13.47696686,No,36,6,1,1,156.6468565
13.64399147,No,61,3,1,1,156.6468565
10.88383198,No,57,2,1,1,156.6468565
12.55552197,No,39,3,1,1,156.6468565
10.49698925,No,26,6,1,1,156.6468565
13.51194191,No,41,5,1,1,156.6468565
15.71951771,No,40,12,1,1,156.6468565
14.57209206,No,31,6,1,1,156.6468565
10.36660194,No,63,4,1,1,156.6468565
0.734506786,Yes,51,3,1,1,156.9873323
1.627152681,Yes,35,2,1,1,156.9873323
4.018173218,Yes,45,3,1,1,156.9873323
2.742390871,Yes,26,6,1,1,156.9873323
2.686126947,Yes,24,6,1,1,156.9873323
7.937829018,Yes,53,3,1,1,156.9873323
3.938075304,Yes,38,3,1,1,156.9873323
4.261264801,Yes,31,4,1,1,156.9873323
2.992571115,Yes,32,4,0,1,156.9873323
4.42373085,Yes,61,2,1,0,156.9873323
5.471010208,Yes,54,3,1,1,156.9873323
9.981175423,Yes,77,3,1,0,156.9873323
4.847036362,Yes,43,3,1,1,156.9873323
21.83565712,Yes,72,0,1,0,156.9873323
3.904092073,Yes,43,2,1,1,156.9873323
2.265443087,Yes,34,0,1,1,156.9873323
0,Yes,49,0,1,0,156.9873323
7.98788929,Yes,47,2,1,1,156.9873323
0.66584605,Yes,48,0,1,1,156.9873323
16.03514862,No,28,6,1,0,164.3681011
15.06036186,No,51,4,1,1,164.3681011
13.04516792,No,80,0,1,1,164.3681011
10.85642052,No,28,8,1,1,164.3681011
13.58334446,No,75,4,1,1,164.3681011
16.70066452,No,53,4,1,1,164.3681011
12.28760147,No,35,4,1,1,164.3681011
17.95935631,No,47,3,1,1,164.3681011
14.96820164,No,25,12,1,1,164.3681011
22.91036797,No,46,6,1,1,164.3681011
16.51986313,No,61,3,1,1,164.3681011
11.3301897,No,26,2,0,1,164.3681011
14.48655224,No,81,0,1,1,164.3681011
10.57210255,No,33,6,1,1,164.3681011
9.677745819,No,43,0,1,1,164.3681011
15.39078999,No,29,6,1,1,164.3681011
14.19640064,No,46,0,1,1,164.3681011
13.64617634,No,25,6,1,0,164.3681011
29.93650055,No,67,5,1,1,164.3681011
12.50878143,No,39,9,1,1,164.3681011
17.59841919,No,21,7,1,1,164.3681011
18.71621513,No,46,1,1,0,164.3681011
13.97483444,No,28,4,1,1,164.3681011
14.5634737,Yes,56,2,1,1,156.679631
14.10331821,Yes,49,3,1,1,156.679631
2.929960489,Yes,43,3,1,1,156.679631
3.175705194,Yes,38,6,1,1,156.679631
0,Yes,41,5,1,1,156.679631
0,Yes,73,0,1,0,156.679631
2.129287004,Yes,45,5,1,1,156.679631
4.408491135,Yes,55,3,1,1,156.679631
1.582433939,Yes,73,0,1,1,156.679631
3.223276377,Yes,77,0,1,1,156.679631
0.540592372,Yes,24,6,1,1,156.679631
0,Yes,40,4,1,1,156.679631
31.08195114,No,34,2,1,1,164.1265393
12.8316927,No,52,3,1,1,164.1265393
10.00109959,No,38,4,1,1,164.1265393
17.08946609,No,51,2,0,1,164.1265393
11.1168375,No,46,2,1,1,164.1265393
16.54956818,No,45,0,1,1,164.1265393
12.06520653,No,41,6,1,1,164.1265393
12.34908199,No,36,3,1,1,164.1265393
10.94436836,No,46,2,1,1,164.1265393
11.09566212,No,40,0,1,1,164.1265393
11.76823616,No,51,2,1,1,164.1265393
25.0708847,No,29,6,1,1,164.1265393
9.705041885,No,38,4,1,1,164.1265393
15.61714649,No,58,0,1,0,156.0063538
17.13314247,No,47,0,1,1,156.0063538
11.68435955,No,46,2,1,1,156.0063538
11.07704258,No,61,2,1,0,156.0063538
26.1438694,No,21,0,1,0,156.0063538
15.07862377,No,66,0,1,0,156.0063538
11.48735714,No,33,3,1,0,156.0063538
9.431657791,No,28,6,1,1,156.0063538
13.57017708,No,46,2,1,1,156.0063538
20.90756416,No,35,6,1,1,156.0063538
14.96380424,No,66,3,1,1,156.0063538
18.29946709,No,31,6,1,1,156.0063538
21.58386421,No,56,3,1,1,156.0063538
14.66047001,No,53,3,1,1,156.0063538
11.45914173,No,37,3,1,1,156.0063538
9.443893433,No,31,6,1,0,156.0063538
11.84012127,No,28,6,1,1,156.0063538
10.63442326,No,56,3,1,1,156.0063538
10.98680592,No,32,4,1,1,156.0063538
13.8276453,No,39,6,1,0,156.0063538
12.80083179,No,81,0,1,0,156.0063538
27.77523994,No,43,3,1,1,156.0063538
11.1908226,No,41,4,1,1,156.0063538
11.28072357,No,48,3,1,1,156.0063538
11.32466888,No,32,6,1,1,156.0063538
32.68006134,No,41,9,1,1,156.0063538
16.82999229,No,29,6,1,1,156.0063538
15.83558846,No,35,6,1,1,156.0063538
11.23294353,No,31,6,1,1,156.0063538
15.95603657,No,34,13,1,1,156.0063538
9.271421432,No,68,0,1,1,156.0063538
14.60407639,No,49,5,1,1,156.0063538
11.46318245,No,43,6,1,1,156.0063538
10.0170784,No,26,6,1,1,156.0063538
9.752110481,No,43,0,1,1,156.0063538
17.06605911,No,27,6,1,0,156.0063538
9.534666061,No,41,0,1,0,156.0063538
26.75796509,No,53,3,1,0,156.0063538
22.18485641,No,73,0,1,0,156.0063538
9.725769043,No,47,4,0,0,156.0063538
14.89315033,No,37,2,1,0,156.0063538
10.14982796,No,39,6,1,0,156.0063538
26.87286758,No,36,0,1,1,156.0063538
9.77102375,No,46,2,1,1,156.0063538
14.26011181,No,47,4,1,0,156.0063538
17.41807938,No,32,6,1,0,156.0063538
14.36156368,No,41,0,1,1,156.0063538
15.92864513,No,44,4,1,1,156.0063538
10.6989584,No,31,6,0,1,156.0063538
9.596736908,No,22,9,1,1,156.0063538
9.524553299,No,45,3,1,1,156.0063538
10.55673504,No,30,6,1,0,156.0063538
12.1642189,No,32,0,1,1,156.0063538
12.29575825,No,37,6,1,1,156.0063538
13.54508781,No,32,0,1,1,156.0063538
13.8322897,No,67,0,1,1,156.0063538
11.44270134,No,45,2,1,0,156.0063538
9.695211411,No,41,6,1,1,156.0063538
13.97458363,No,37,6,1,1,156.0063538
9.676006317,No,36,4,1,0,156.0063538
14.65589428,No,37,0,1,1,156.0063538
19.42199135,No,22,5,1,1,156.0063538
9.478639603,No,29,0,1,0,156.0063538
27.19797707,No,42,3,1,1,156.0063538
28.76169968,No,22,6,1,1,156.0063538
20.07862282,No,37,6,0,1,156.0063538
10.40908051,No,56,3,0,1,156.0063538
13.3447094,No,39,6,1,0,156.0063538
26.72659111,No,22,0,1,1,156.0063538
15.20406151,No,55,0,1,1,156.0063538
16.13100052,No,29,2,1,1,156.0063538
13.38684368,No,37,6,1,1,156.0063538
14.77176857,No,35,6,1,0,156.0063538
14.64491653,No,57,0,1,1,156.0063538
22.1635952,No,23,6,1,0,156.0063538
22.8002758,No,19,6,0,0,156.0063538
20.4525013,No,45,3,1,0,162.027808
10.72812176,No,48,6,1,1,162.027808
11.59177971,No,67,2,1,0,162.027808
13.81247902,No,78,6,0,1,162.027808
11.22904301,No,53,16,0,1,162.027808
15.18810272,No,49,6,1,1,162.027808
12.6756258,No,55,3,1,1,162.027808
10.2892971,No,54,3,0,1,162.027808
14.45910168,No,33,6,1,1,162.027808
10.58381844,No,49,2,1,0,162.027808
14.89481068,No,66,3,1,1,162.027808
10.17181587,No,49,0,1,1,162.027808
12.72623348,No,26,6,1,1,162.027808
9.484809875,No,19,6,1,1,162.027808
12.84612179,No,29,3,1,0,162.027808
13.60277653,No,76,0,1,1,162.027808
17.84938049,No,54,3,1,1,162.027808
0,Yes,41,6,1,1,159.0077272
6.477010727,Yes,22,6,1,0,159.0077272
4.572501183,Yes,20,6,1,1,159.0077272
3.370030642,Yes,52,3,1,1,159.0077272
8.072817802,Yes,27,8,1,1,159.0077272
5.950922012,Yes,49,2,1,1,159.0077272
1.789959192,Yes,24,6,1,1,159.0077272
1.932912111,Yes,40,6,1,1,159.0077272
23.15686417,Yes,55,2,1,0,159.0077272
0,Yes,42,6,0,1,159.0077272
7.570715904,Yes,36,6,1,1,159.0077272
13.8952837,Yes,62,3,1,1,159.0077272
7.395022392,Yes,32,6,1,1,159.0077272
18.44198418,Yes,30,5,1,1,159.0077272
4.885783195,Yes,35,3,1,1,159.0077272
2.705242395,Yes,47,0,1,1,159.0077272
1.541840792,Yes,29,3,1,1,159.0077272
19.92732048,Yes,52,3,1,1,159.0077272
0,Yes,34,6,1,0,159.0077272
0.087841228,Yes,32,3,1,1,164.3898233
0,Yes,36,0,1,1,164.3898233
15.39433956,No,36,0,0,1,96.29018455
11.14157677,No,34,3,1,1,96.29018455
13.62563324,No,74,0,1,1,96.29018455
12.44360161,No,22,0,1,1,96.29018455
17.25162888,No,39,1,1,1,96.29018455
20.74719429,No,38,2,1,1,96.29018455
20.02981567,No,24,1,0,1,96.29018455
15.03621674,No,33,0,1,0,96.29018455
11.40248489,No,45,6,1,1,96.29018455
20.0050602,No,25,0,0,0,96.29018455
14.80498505,No,49,0,1,0,96.29018455
14.23165035,No,38,3,0,1,96.29018455
11.10776997,No,31,2,0,0,96.29018455
14.48250484,No,41,0,0,1,96.29018455
13.64856148,No,43,3,0,0,96.29018455
17.49444962,No,38,2,0,1,96.29018455
15.6329937,No,35,2,0,0,96.29018455
11.69215107,No,25,0,1,1,96.29018455
19.32927132,No,47,0,1,1,96.29018455
17.62953949,No,54,0,1,0,96.29018455
16.3759594,No,41,2,0,0,96.29018455
13.1307888,No,46,4,1,1,96.29018455
15.99229622,No,51,2,0,1,96.29018455
19.36203194,No,50,1,1,1,96.29018455
16.55694771,No,33,0,1,1,96.29018455
16.89424133,No,32,0,0,1,96.29018455
20.31006432,No,23,0,1,0,96.29018455
20.46023941,No,28,4,1,1,96.29018455
18.59613228,No,65,2,1,1,96.29018455
24.81488609,No,36,0,0,1,96.29018455
20.03565788,No,44,3,0,1,96.29018455
17.03535843,No,26,0,1,1,96.29018455
0,Yes,58,0,1,1,33.09356858
21.58998108,Yes,43,0,1,1,33.09356858
0,Yes,53,0,1,1,33.09356858
7.592930794,Yes,57,0,1,1,33.09356858
11.79261684,Yes,39,0,1,0,33.09356858
16.30169868,Yes,61,0,1,1,33.09356858
2.769503832,Yes,38,0,1,1,33.09356858
22.82192612,Yes,82,0,1,0,33.09356858
5.125823975,Yes,48,0,1,1,33.09356858
6.378492355,Yes,53,0,1,1,33.09356858
10.53028393,Yes,60,0,1,1,33.09356858
6.850829124,Yes,27,0,1,1,33.09356858
2.14495492,Yes,47,0,1,1,33.09356858
11.87867832,Yes,40,0,1,0,33.09356858
22.96673203,Yes,56,0,1,1,33.09356858
27.34997177,Yes,51,0,0,1,33.09356858
6.054224968,Yes,32,0,1,1,33.09356858
2.314817667,Yes,23,4,1,0,29.86938836
1.142118692,Yes,46,0,1,1,29.86938836
0.911016643,Yes,45,0,1,1,29.86938836
1.741207361,Yes,48,0,1,1,29.86938836
2.453436136,Yes,39,0,1,0,29.86938836
8.981976509,Yes,54,0,1,0,29.86938836
0,Yes,35,0,1,0,29.86938836
0.868843257,Yes,42,0,1,1,29.86938836
3.174468279,Yes,28,0,1,0,29.86938836
16.56818008,Yes,78,0,1,0,29.86938836
22.43655396,Yes,25,3,1,1,29.86938836
11.91023731,Yes,53,0,1,0,29.86938836
4.012663841,Yes,68,0,1,0,29.86938836
0,Yes,35,2,1,1,29.86938836
2.459529161,Yes,24,0,1,0,29.86938836
6.845207214,Yes,51,0,1,0,29.86938836
